,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,price
94,The Jailing Of Cecelia Capture -,"When thirty-year-old Cecelia Capture Wells, a Native American law student at Berkeley, is jailed on a drunk driving charge, she reflects on the course of her life.",['Janet Campbell Hale'],http://books.google.com/books/content?id=eW6RGpubQ9UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eW6RGpubQ9UC&printsec=frontcover&dq=The+Jailing+Of+Cecelia+Capture+-&hl=&cd=1&source=gbs_api,UNM Press,1987,http://books.google.com/books?id=eW6RGpubQ9UC&dq=The+Jailing+Of+Cecelia+Capture+-&hl=&source=gbs_api,['Fiction'],,27.22
95,Uncle Arthur's Bedtime Stories 2,,['ARTHUR S. MAXWELL'],http://books.google.com/books/content?id=dQAcvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dQAcvgEACAAJ&dq=Uncle+Arthur%27s+Bedtime+Stories+2&hl=&cd=1&source=gbs_api,,1963,http://books.google.com/books?id=dQAcvgEACAAJ&dq=Uncle+Arthur%27s+Bedtime+Stories+2&hl=&source=gbs_api,,,15.93
96,The Social Ladder,,"['Mrs. John King Van Rensselaer', 'Frederic Franklyn Van de Water']",http://books.google.com/books/content?id=cZgsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cZgsAAAAMAAJ&printsec=frontcover&dq=The+Social+Ladder&hl=&cd=1&source=gbs_api,,1924,https://play.google.com/store/books/details?id=cZgsAAAAMAAJ&source=gbs_api,['New York (N.Y.)'],,38.4
97,Palladian,"An amusing, wry homage to Jane Eyre by one of the best novelists of the twentieth century. When newly orphaned Cassandra Dashwood arrives as governess to little Sophy, the scene seems set for the archetypal romance between young girl and austere widowed employer. Strange secrets abound in the ramshackle house. But conventions are subverted in this atmospheric novel: one of its worlds is suffused with classical scholarship and literary romance, but the other is chaotic, quarrelsome and even farcical. Cassandra is to discover that in real life, tragedy, comedy and acute embarrassment are never far apart.",['Elizabeth Taylor'],http://books.google.com/books/content?id=evM1AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=evM1AgAAQBAJ&printsec=frontcover&dq=Palladian&hl=&cd=1&source=gbs_api,Virago,2011-09-29,http://books.google.com/books?id=evM1AgAAQBAJ&dq=Palladian&hl=&source=gbs_api,['Fiction'],5.0,37.73
98,Alice in Quantumland: An Allegory of Quantum Physics,"In this cleverly conceived book, physicist Robert Gilmore makes accessible some complex concepts in quantum mechanics by sending Alice to Quantumland-a whole new Wonderland, smaller than an atom, where each attraction demonstrates a different aspect of quantum theory. Alice unusual encounters, enhanced by illustrations by Gilmore himself, make the Uncertainty Principle, wave functions, the Pauli Principle, and other elusive concepts easier to grasp.",['Robert Gilmore'],http://books.google.com/books/content?id=o3rXIRFTa64C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=o3rXIRFTa64C&printsec=frontcover&dq=Alice+in+Quantumland:+An+Allegory+of+Quantum+Physics&hl=&cd=1&source=gbs_api,Springer Science & Business Media,1995-07-21,http://books.google.com/books?id=o3rXIRFTa64C&dq=Alice+in+Quantumland:+An+Allegory+of+Quantum+Physics&hl=&source=gbs_api,['Science'],8.0,33.2
99,Linguistics: An Introduction to Language and Communication,Linguistics: an introduction to language and communication.,"['Adrian Akmajian', 'Richard A. Demer', 'Ann K. Farmer', 'Robert M. Harnish']",http://books.google.com/books/content?id=gPbQyRdnM18C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=gPbQyRdnM18C&printsec=frontcover&dq=Linguistics:+An+Introduction+to+Language+and+Communication&hl=&cd=1&source=gbs_api,MIT Press,2001,http://books.google.com/books?id=gPbQyRdnM18C&dq=Linguistics:+An+Introduction+to+Language+and+Communication&hl=&source=gbs_api,['Language Arts & Disciplines'],3.0,29.45
100,"Intimacy, the essence of male and female",,['Shirley Gehrke Luthman'],,"http://books.google.com/books?id=sN4uSQAACAAJ&dq=Intimacy,+the+essence+of+male+and+female&hl=&cd=1&source=gbs_api",,1981,"http://books.google.com/books?id=sN4uSQAACAAJ&dq=Intimacy,+the+essence+of+male+and+female&hl=&source=gbs_api",['Intimacy (Psychology)'],,16.32
101,Black Betty,"1961: For most black Americans, these were times of hope. For former P.I. Easy Rawlins, Los Angeles's mean streets were never meaner...or more deadly. Ordinarily, Easy would have thrown the two bills in the sleazy shamus' face -- the white man who wanted him to find the notorious Black Betty, an ebony siren whose talent for all things rich and male took her from Houston's Fifth Ward to Beverly Hills. There was too much Easy wasn't being told, but he couldn't resist the prospect of seeing Betty again, even if it killed him....",['Walter Mosley'],http://books.google.com/books/content?id=j-X7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=j-X7wAEACAAJ&dq=Black+Betty&hl=&cd=1&source=gbs_api,Washington Square Press,2002-11-01,http://books.google.com/books?id=j-X7wAEACAAJ&dq=Black+Betty&hl=&source=gbs_api,['Fiction'],3.0,26.83
102,The Greatest Guitar Songbook,"(Guitar Collection). This comprehensive collection for all guitarists includes 100 songs in genres from jazz standards, to pop/rock favorites, Motown masterpieces and movie music, to traditional tunes, country numbers and classical pieces. Notation styles include: note-for-note transcriptions (Blue on Black * Give Me One Reason * Sweet Child O' Mine * Wild Thing); Easy Guitar with Notes & TAB (Building a Mystery * Circle of Life * Day Tripper * Fur Elise * Misty * Torn * Walk This Way); Easy Guitar (Boot Scootin' Boogie * I Shot the Sheriff * My Favorite Things * Unchained Melody); Chord Melody Guitar (Alman * Bourree * Estudio); Fingerstyle Guitar (Amazing Grace * Greensleeves * My Heart Will Go On); and Guitar Riffs (Angie * Brown Eyed Girl * Here Comes the Sun * Layla * My Girl); and more!",['Hal Leonard Corp.'],http://books.google.com/books/content?id=TWLDAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=TWLDAQAAQBAJ&printsec=frontcover&dq=The+Greatest+Guitar+Songbook&hl=&cd=1&source=gbs_api,Hal Leonard Corporation,1999-06-01,https://play.google.com/store/books/details?id=TWLDAQAAQBAJ&source=gbs_api,['Music'],,27.9
103,"La coleccin de Gabriel Figueroa, por internet: el hijo del ms destacado fotgrafo del cine mexicano del siglo XX ha trabajado arduamente en sus ... An article from: Proceso","Portraits of the German-born actress trace her movie career, and are accompanied by a discussion of her major films","['Klaus-Jürgen Sembach', 'Josef Von Sternberg']",http://books.google.com/books/content?id=b2ZZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=b2ZZAAAAMAAJ&q=La+coleccin+de+Gabriel+Figueroa,+por+internet:+el+hijo+del+ms+destacado+fotgrafo+del+cine+mexicano+del+siglo+XX+ha+trabajado+arduamente+en+sus+...+An+article+from:+Proceso&dq=La+coleccin+de+Gabriel+Figueroa,+por+internet:+el+hijo+del+ms+destacado+fotgrafo+del+cine+mexicano+del+siglo+XX+ha+trabajado+arduamente+en+sus+...+An+article+from:+Proceso&hl=&cd=1&source=gbs_api",Horizon Book Promotions,1984,"http://books.google.com/books?id=b2ZZAAAAMAAJ&dq=La+coleccin+de+Gabriel+Figueroa,+por+internet:+el+hijo+del+ms+destacado+fotgrafo+del+cine+mexicano+del+siglo+XX+ha+trabajado+arduamente+en+sus+...+An+article+from:+Proceso&hl=&source=gbs_api",['Entertainers'],,22.17
104,Ip for 3G Networking Technologies for Mobile Communications,"Excellent reference with expert insight into the future evolution of mobile communications: 4G IP for 4G examines the concept of 4G, providing an in-depth background to the key technologies and developments shaping the new generation of mobile services, including Wireless Local Area Networks (WLANs), Worldwide Interoperability for Microwave Access (WiMAX), IP developments (SIP and Media Independent Handover), Internet Multimedia Subsystem (IMS), and 3G (HSDPA and LTE). The book addresses these key technological drivers in light of commercial propositions such as generating extra revenue and reducing costs, and offers an up-to-date briefing on the future of mobile communications in the coming years. Key features: Presents and analyses the key technological drivers of 4G, including WLANs, WiMAX, convergence and IMS Examines the rationale for IP for 4G by bringing together technologies, global developments and economic arguments in one single volume Describes and puts in context the developments in the IEEE 802.21 Media Independent Handover group, in particular the options for network/terminal controlled handover and the likely mechanisms for seamless handover – including application adaptation Written for readability as well as depth – with access to detailed descriptions of technologies but also quick overviews Contains scenario descriptions to motivate the need for seamless handover and benefits for the user (single sign-on access to networks, single billing) Contains hundreds of original diagrams – carefully drawn to illustrate the complex technology and quickly provide a summary of the main issues. Accompanying website supports the book with additional diagrams, figures and references for further reading IP for 4G is an invaluable reference for professionals in mobile/fixed telecoms and ICT industries, practicing telecommunications and network engineers, system designers and developers. Graduate level students studying MSc and higher-level courses on networking will also find this book of interest.",['David Wisely'],http://books.google.com/books/content?id=4jEDGB1VSEEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=4jEDGB1VSEEC&printsec=frontcover&dq=Ip+for+3G+Networking+Technologies+for+Mobile+Communications&hl=&cd=1&source=gbs_api,John Wiley & Sons,2009-01-21,https://play.google.com/store/books/details?id=4jEDGB1VSEEC&source=gbs_api,['Technology & Engineering'],2.0,30.55
105,Dictionary of Psychology,"Written in clear, precise, jargon-free language, this complete, up-to-date dictionary includes definitions of psychology terms and those from related disciplines including psychoanlysis, psychiatry and biology as well as parapsychology.",['J.P. Chaplin'],http://books.google.com/books/content?id=rjoybg7WVmcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=rjoybg7WVmcC&dq=Dictionary+of+Psychology&hl=&cd=1&source=gbs_api,Dell,2010-12-01,http://books.google.nl/books?id=rjoybg7WVmcC&dq=Dictionary+of+Psychology&hl=&source=gbs_api,['Reference'],,40.53
106,NORSE GODS AND HEROES ( Myths of the World ),"The actual myths are presented in this volume, along with the story of how these oral traditions were committed to paper.",['Morgan J. Roberts'],http://books.google.com/books/content?id=rseb07kqdv0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=rseb07kqdv0C&q=NORSE+GODS+AND+HEROES+(+Myths+of+the+World+)&dq=NORSE+GODS+AND+HEROES+(+Myths+of+the+World+)&hl=&cd=1&source=gbs_api,Metro Books,1994,http://books.google.com/books?id=rseb07kqdv0C&dq=NORSE+GODS+AND+HEROES+(+Myths+of+the+World+)&hl=&source=gbs_api,['Religion'],1.0,85.04
107,The Catholic Faith Handbook for Youth,"The Ad Hoc Committee to Oversee the Use of the Catechism, United States Conference of Catholic Bishops, has found this catechetical text, copyright 2008, to be in conformity with the Catechism of the Catholic Church.The Catholic Faith Handbook for Youth, Second Edition is an understandable and down-to-earth guide to all things Catholic. This book is an eye-opener and a page-turner, whether you are brushing up on specific Catholic terms and concepts or learning them for the first time. The second edition contains everything that people loved about the first edition, including structure of the book to parallel the Catechism of the Catholic Church. There are 37 content-rich chapters divided into 4 parts on creed, liturgy and sacraments, morality, and Christian prayer, full-color photos that illustrate the books content and range from saints photos, early and contemporary art, photos of modern day symbols of living the Catholic faith, Did You Know? sidebars, Live It! sidebars, Looking Back sidebars, Saintly Profiles sidebars, Glossary, Patron Saints List, summary of Catholic beliefs, timeline of Catholic historical events, index of key words and terms. New in the second edition! over 50 new ""For Further Reflection"" questions, an illustrated guide to Catholic signs and symbols, an index of questions frequently asked by teens that directs readers to the pages where they can explore answers, updated statistics, items helpful for the preparation of Confirmation, including an overview of the rite of Confirmation, the consecratory prayer used in the rite of Confirmation, the consecratory prayer used in the blessing of chrism, the timeline has been expanded from 4 to 6 pages to make it easier to read.","['Brian Singer-Towns', 'Janet Claussen', 'Clare VanBrandwijk']",http://books.google.com/books/content?id=DANMe2tIfgYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=DANMe2tIfgYC&printsec=frontcover&dq=The+Catholic+Faith+Handbook+for+Youth&hl=&cd=1&source=gbs_api,Saint Mary's Press,2008,http://books.google.nl/books?id=DANMe2tIfgYC&dq=The+Catholic+Faith+Handbook+for+Youth&hl=&source=gbs_api,['Religion'],,36.14
108,The Professional Arranger Composer: Book II,Designed for the musician who wants to become a professional arranger-composer. Includes a section of dance band harmony and voicing.,['Russell Garcia'],http://books.google.com/books/content?id=XkzjsBZetcQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=XkzjsBZetcQC&printsec=frontcover&dq=The+Professional+Arranger+Composer:+Book+II&hl=&cd=1&source=gbs_api,Alfred Music Publishing,1979,http://books.google.com/books?id=XkzjsBZetcQC&dq=The+Professional+Arranger+Composer:+Book+II&hl=&source=gbs_api,['Music'],,37.67
